Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
231,0,370,238,112,117,24,0,20,114,172,233,331,298,2149,348,0,292,208,45,77,0,0,13,62,244,279,354,309
227,0,383,242,115,123,27,0,22,107,171,234,335,293,4148,357,0,283,202,41,64,0,0,12,57,242,269,357,306
238,0,394,237,116,123,26,0,24,116,181,237,327,283,6148,364,0,292,211,43,68,0,0,8,55,244,270,359,301
257,7,408,240,126,133,29,0,24,119,172,224,288,245,8148,380,0,291,213,45,67,0,0,19,65,253,270,368,302
273,17,412,245,124,136,33,0,33,125,163,206,245,211,10149,400,0,296,227,52,69,0,0,15,64,262,279,381,298
288,22,422,252,131,143,36,0,31,126,157,198,234,194,12149,414,0,303,230,57,68,0,0,17,65,272,273,400,287
294,29,429,255,131,141,40,0,31,123,157,201,229,192,14149,426,0,313,231,59,70,0,0,17,66,273,281,398,284
293,24,427,253,133,146,41,0,35,119,148,195,220,183,16149,442,0,313,235,63,75,0,0,25,75,290,288,400,293
291,22,424,251,130,142,37,0,28,112,149,193,230,190,18148,450,0,317,234,65,84,0,0,33,86,304,301,410,303
286,12,423,255,126,135,30,0,24,106,153,203,253,212,20148,449,0,317,241,75,93,0,0,44,86,307,312,416,305
288,13,420,257,125,144,32,0,28,108,164,213,277,243,22148,447,0,325,231,71,94,0,0,45,89,309,318,415,294
298,16,418,257,122,124,25,0,27,109,170,210,280,233,24149,442,0,326,228,72,98,0,0,49,91,300,319,410,291
299,9,410,256,120,124,23,0,24,104,164,197,270,220,26149,452,0,336,228,81,105,0,0,52,101,307,325,424,283
298,3,404,255,117,121,22,0,22,93,155,185,264,220,28149,452,0,343,235,85,114,0,0,57,107,309,335,404,290
299,0,392,258,116,115,15,0,14,91,154,186,281,229,30149,462,0,346,227,84,111,2,0,65,124,315,322,388,264
296,0,385,256,114,109,5,0,3,75,151,184,291,234,32148,460,0,349,230,90,112,8,0,70,129,316,327,372,255
