Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
67,0,274,124,80,164,112,0,73,195,168,370,415,410,2146,240.0,0.0,270.0,183.0,47.0,68.0,0.0,0.0,12.0,17.0,239.0,320.0,528.0,521.0
72,0,276,122,78,162,107,0,69,200,172,376,421,401,4146,251.0,0.0,270.0,192.0,52.0,72.0,0.0,0.0,10.0,12.0,245.0,329.0,545.0,519.0
53,0,260,124,80,160,114,0,67,200,169,368,411,396,6147,257.0,0.0,268.0,197.0,49.0,74.0,0.0,0.0,15.0,13.0,251.0,326.0,544.0,536.0
25,0,239,111,72,148,110,0,63,208,158,354,397,387,8146,278.0,0.0,275.0,202.0,53.0,77.0,0.0,0.0,13.0,13.0,262.0,327.0,553.0,535.0
11,0,219,106,66,141,110,0,54,201,147,357,384,371,10146,276.0,0.0,266.0,202.0,50.0,80.0,0.0,0.0,14.0,17.0,264.0,329.0,548.0,545.0
0,0,207,104,70,147,112,0,57,202,139,351,382,375,12146,293.0,0.0,273.0,204.0,57.0,82.0,0.0,0.0,22.0,15.0,274.0,340.0,567.0,539.0
12,0,220,100,70,143,114,0,65,211,146,357,372,365,14146,309.0,0.0,289.0,215.0,63.0,90.0,0.0,0.0,30.0,27.0,283.0,348.0,568.0,535.0
30,0,234,110,72,152,121,0,73,214,150,361,363,349,16146,329.0,0.0,299.0,215.0,69.0,96.0,0.0,0.0,44.0,41.0,299.0,350.0,571.0,515.0
47,0,239,106,70,151,124,0,75,221,151,353,350,329,18147,339.0,0.0,302.0,223.0,68.0,103.0,2.0,0.0,51.0,45.0,299.0,349.0,561.0,513.0
57,0,241,104,74,153,122,0,73,224,147,346,332,311,20147,358.0,0.0,302.0,232.0,72.0,105.0,0.0,0.0,53.0,43.0,301.0,349.0,562.0,504.0
65,0,246,111,79,157,122,0,71,220,140,345,337,311,22146,371.0,0.0,302.0,237.0,77.0,103.0,0.0,0.0,53.0,39.0,309.0,349.0,570.0,499.0
70,0,243,104,74,153,121,0,78,225,158,357,365,330,24146,376.0,0.0,296.0,236.0,75.0,103.0,0.0,0.0,56.0,39.0,322.0,357.0,589.0,513.0
71,0,243,111,74,153,118,0,77,220,164,364,380,350,26146,379.0,0.0,291.0,245.0,75.0,104.0,0.0,0.0,53.0,38.0,329.0,350.0,609.0,519.0
75,0,239,118,80,147,114,0,75,217,162,361,376,340,28146,376.0,0.0,285.0,238.0,76.0,99.0,0.0,0.0,51.0,33.0,325.0,342.0,603.0,518.0
62,0,230,107,73,145,116,0,72,212,153,347,365,342,30146,366.0,0.0,278.0,238.0,73.0,98.0,0.0,0.0,50.0,35.0,317.0,339.0,611.0,513.0
