Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
333,0,259,211,115,144,56,0,56,128,181,243,315,242,4144,448,10,463,197,119,181,88,0,62,163,125,301,118,208
334,0,261,215,112,149,58,0,56,127,178,238,302,240,6144,448,7,458,207,123,186,92,0,63,160,128,304,124,215
338,0,266,219,114,151,57,0,58,124,182,238,304,240,8144,458,9,455,204,124,185,91,0,67,164,133,307,133,217
354,0,275,224,120,152,55,0,57,133,179,233,290,222,10144,466,11,445,202,120,190,98,0,71,172,138,312,127,215
364,0,284,218,116,153,55,0,64,124,182,222,270,201,12144,475,16,450,208,128,200,104,0,77,174,132,299,114,196
369,0,299,229,122,157,51,0,55,123,185,227,271,197,14144,478,20,458,211,131,205,109,0,81,182,129,288,109,184
376,0,300,234,128,157,56,0,63,127,185,227,273,204,16144,486,27,456,210,137,213,116,0,87,186,143,305,124,192
382,0,305,234,130,158,55,0,56,129,179,222,262,187,18144,488,32,458,204,137,211,114,0,89,194,162,322,137,207
377,0,303,228,121,153,54,0,54,129,174,212,240,170,20144,484,34,461,204,138,213,116,0,92,197,160,325,139,209
375,0,312,230,127,151,53,0,54,131,166,213,253,178,22144,476,30,460,209,139,208,112,0,87,192,164,331,150,220
361,0,300,222,115,148,53,0,56,132,173,215,263,197,24144,462,28,460,209,134,211,114,0,87,194,174,350,173,255
352,0,291,218,114,141,52,0,50,128,172,212,270,204,26144,464,36,465,206,136,211,112,0,96,202,185,365,196,266
339,0,283,210,107,129,41,0,41,118,170,215,281,211,28144,461,42,463,206,135,212,116,0,99,201,194,362,191,262
318,0,267,198,100,129,41,0,35,97,166,217,302,228,30144,447,39,467,209,139,218,124,0,98,207,191,374,204,272
294,0,241,172,85,114,36,0,31,94,167,211,322,257,32144,435,40,474,197,136,217,121,0,102,206,203,391,214,287
269,0,215,153,68,104,22,0,19,85,170,217,353,264,34144,415,32,478,188,129,213,121,0,101,213,215,407,243,328
235,0,166,137,59,98,21,0,7,75,156,211,355,283,36144,385,19,466,176,117,199,111,0,98,211,227,437,276,374
203,0,136,129,53,88,8,0,0,59,149,201,376,297,38144,349,4,457,163,101,191,109,0,86,196,226,442,313,417
189,0,109,122,44,70,0,0,0,58,149,188,384,303,40144,322,0,447,154,91,175,98,0,70,190,226,461,356,451
173,0,90,119,35,63,0,0,0,46,151,191,419,328,42144,286,0,434,134,74,171,100,0,67,190,232,488,397,503
143,0,50,96,15,60,0,0,0,54,157,206,429,352,44144,244,0,426,113,65,164,101,0,64,187,235,538,465,552
96,0,5,87,6,63,3,0,0,50,149,202,440,356,46144,200,0,396,98,54,157,104,0,60,194,233,543,488,594
