Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
254,0,184,197,89,98,5,0,29,102,160,256,347,342,2146,201,0,230,123,51,94,0,0,17,59,245,344,516,449
257,0,208,193,87,101,6,0,32,105,164,258,339,336,4146,205,0,209,128,47,89,0,0,8,49,240,331,518,450
254,0,223,197,92,108,14,0,36,108,164,248,328,335,6146,214,0,204,128,43,84,0,0,9,48,243,331,530,445
267,0,233,201,94,109,15,0,36,110,166,251,322,312,8146,230,0,208,133,44,87,0,0,13,50,248,334,528,445
267,0,242,201,92,111,16,0,40,109,165,243,314,302,10146,240,0,221,139,48,90,0,0,13,57,253,344,531,442
269,0,239,204,90,104,13,0,43,109,166,238,318,299,12146,238,0,228,142,54,98,0,0,16,58,256,349,530,443
274,0,241,205,92,101,5,0,38,110,167,236,318,296,14146,240,0,228,133,50,98,0,0,24,70,259,352,530,443
276,0,244,205,95,101,0,0,31,104,167,235,325,287,16146,228,0,229,138,54,105,6,0,25,69,261,361,537,461
273,0,245,205,94,101,0,0,24,96,162,237,322,298,18146,231,0,230,133,51,101,6,0,31,73,269,363,543,461
264,0,239,200,90,95,0,0,30,96,164,233,328,310,20146,225,0,227,133,50,102,7,0,34,77,270,369,547,471
247,0,233,199,89,100,4,0,25,89,162,242,346,330,22146,221,0,224,128,47,103,10,0,33,74,267,368,549,471
238,0,228,192,85,96,5,0,24,89,156,241,357,338,24146,214,0,215,130,48,100,7,0,31,75,269,371,552,474
224,0,220,179,75,91,5,0,25,87,154,236,357,346,26146,217,0,216,131,48,104,9,0,29,71,275,375,565,482
218,0,217,176,75,91,2,0,18,85,150,242,367,355,28146,230,0,239,143,58,109,9,0,31,75,281,383,571,479
