Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
635,95,360,228,0,0,0,0,0,0,0,0,0,0,4139,1372.0,269.0,248.0,358.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,103,359,219,0,0,0,0,0,0,0,0,0,0,6139,1397.0,271.0,248.0,361.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,103,364,225,0,0,0,0,0,0,0,0,0,0,8140,1398.0,268.0,245.0,364.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,111,352,211,0,0,0,0,0,0,0,0,0,0,10140,1421.0,267.0,240.0,374.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,101,346,185,0,0,0,0,0,0,0,0,0,0,12139,1417.0,262.0,243.0,384.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,81,339,159,0,0,0,0,0,0,0,0,0,0,14139,1431.0,270.0,248.0,381.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,55,327,131,0,0,0,0,0,0,0,0,0,0,16139,1426.0,276.0,240.0,363.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,44,316,107,0,0,0,0,0,0,0,0,0,0,18139,1414.0,279.0,248.0,357.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,41,320,91,0,0,0,0,0,0,0,0,0,0,20140,1423.0,273.0,252.0,358.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,30,323,68,0,0,0,0,0,0,0,0,0,0,22140,1442.0,266.0,243.0,364.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,19,338,39,0,0,0,0,0,0,0,0,0,0,24140,1432.0,270.0,251.0,367.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,24,347,27,0,0,0,0,0,0,0,0,0,0,26139,1418.0,284.0,257.0,359.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,24,347,24,0,0,0,0,0,0,0,0,0,0,28139,1414.0,287.0,262.0,356.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,25,335,8,0,0,0,0,0,0,0,0,0,0,30139,1434.0,273.0,268.0,362.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,27,334,0,0,0,0,0,0,0,0,0,0,0,32139,1451.0,260.0,263.0,371.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,37,344,0,0,0,0,0,0,0,0,0,0,0,34140,1429.0,264.0,264.0,378.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,43,339,0,0,0,0,0,0,0,0,0,0,0,36140,1398.0,264.0,270.0,374.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,53,331,13,0,0,0,0,0,0,0,0,0,0,38140,1383.0,256.0,275.0,376.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,58,333,40,0,0,0,0,0,0,0,0,0,0,40139,1377.0,230.0,276.0,374.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,75,340,83,0,0,0,0,0,0,0,0,0,0,42139,1362.0,196.0,275.0,375.0,103.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,94,354,120,0,0,0,0,0,0,0,0,0,0,44139,1344.0,199.0,276.0,368.0,103.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
