Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0.0,0.0,44.0,96.0,0.0,95.0,81.0,0.0,54.0,213.0,426.0,548.0,885.0,601.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4145,0.0,0.0,59.0,105.0,0.0,99.0,88.0,0.0,58.0,219.0,439.0,559.0,896.0,564.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6145,0.0,0.0,73.0,110.0,8.0,116.0,96.0,0.0,74.0,220.0,445.0,546.0,883.0,544.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8145,5.0,0.0,90.0,109.0,27.0,128.0,106.0,0.0,90.0,235.0,449.0,533.0,839.0,505.0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,10145,19.0,0.0,122.0,109.0,52.0,148.0,116.0,0.0,102.0,243.0,448.0,524.0,796.0,459.0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,12145,36.0,0.0,181.0,119.0,82.0,174.0,128.0,0.0,112.0,251.0,446.0,522.0,737.0,419.0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,14145,57.0,0.0,263.0,137.0,105.0,202.0,143.0,0.0,130.0,274.0,451.0,511.0,680.0,363.0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,16145,56.0,67.0,372.0,174.0,135.0,233.0,160.0,0.0,153.0,299.0,419.0,491.0,554.0,292.0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,18145,182.0,50.0,467.0,203.0,182.0,281.0,199.0,0.0,179.0,332.0,380.0,450.0,427.0,206.0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,20145,286.0,92.0,547.0,213.0,213.0,334.0,251.0,0.0,195.0,363.0,287.0,372.0,245.0,85.0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,22145,392.0,122.0,582.0,233.0,245.0,386.0,303.0,0.0,173.0,368.0,114.0,224.0,36.0,0.0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,24145,513.0,141.0,584.0,261.0,283.0,437.0,355.0,0.0,88.0,322.0,0.0,0.0,0.0,0.0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,26145,622.0,179.0,578.0,287.0,309.0,469.0,393.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,28145,705.0,217.0,570.0,305.0,318.0,486.0,399.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,74,30145,756.0,248.0,550.0,319.0,320.0,486.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,257,539,32145,809.0,267.0,532.0,339.0,317.0,453.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,405,677,34145,865.0,281.0,477.0,372.0,301.0,364.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
