Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
151,0,98,80,0,54,0,0,0,0,0,0,0,0,2142,80.0,0.0,232.0,161.0,85.0,175.0,79.0,0.0,170.0,194.0,447.0,514.0,1012.0,584.0
0,0,0,14,0,0,0,0,0,0,0,0,0,0,4141,55.0,0.0,226.0,155.0,86.0,184.0,100.0,0.0,179.0,210.0,441.0,532.0,1018.0,600.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6141,33.0,0.0,230.0,151.0,83.0,192.0,106.0,0.0,178.0,220.0,435.0,548.0,1010.0,598.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8141,44.0,0.0,243.0,164.0,100.0,196.0,105.0,0.0,177.0,224.0,432.0,538.0,974.0,569.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10141,64.0,0.0,265.0,167.0,97.0,200.0,112.0,0.0,180.0,223.0,414.0,519.0,922.0,539.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12141,102.0,0.0,278.0,177.0,105.0,206.0,114.0,0.0,179.0,228.0,397.0,512.0,857.0,500.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14142,153.0,0.0,294.0,179.0,113.0,207.0,110.0,0.0,177.0,228.0,392.0,495.0,813.0,462.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16141,207.0,0.0,297.0,186.0,115.0,210.0,120.0,0.0,189.0,235.0,393.0,472.0,753.0,434.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18141,278.0,0.0,315.0,197.0,128.0,225.0,120.0,0.0,189.0,228.0,386.0,466.0,723.0,419.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20141,345.0,0.0,316.0,213.0,137.0,224.0,125.0,0.0,210.0,245.0,397.0,446.0,673.0,379.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22141,419.0,0.0,332.0,241.0,170.0,243.0,131.0,0.0,218.0,253.0,393.0,453.0,607.0,319.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24141,495.0,0.0,339.0,266.0,190.0,274.0,167.0,0.0,235.0,278.0,372.0,439.0,505.0,244.0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,26141,582.0,0.0,363.0,293.0,227.0,302.0,185.0,1.0,258.0,307.0,346.0,399.0,376.0,145.0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,28142,666.0,0.0,377.0,320.0,270.0,347.0,215.0,5.0,268.0,312.0,283.0,322.0,230.0,38.0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,30141,729.0,0.0,384.0,348.0,311.0,391.0,247.0,0.0,277.0,317.0,119.0,188.0,61.0,0.0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,32141,807.0,48.0,388.0,376.0,353.0,436.0,272.0,0.0,228.0,290.0,0.0,9.0,0.0,0.0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,34141,894.0,101.0,384.0,411.0,388.0,461.0,291.0,0.0,114.0,225.0,0.0,0.0,0.0,0.0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,36141,968.0,153.0,394.0,439.0,410.0,476.0,280.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,38141,1038.0,204.0,392.0,480.0,422.0,456.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40141,1095.0,243.0,392.0,522.0,410.0,412.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,42142,1164.0,263.0,376.0,589.0,376.0,332.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,417,384,44141,1229.0,256.0,354.0,661.0,329.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,31,660,491,46141,1264.0,213.0,328.0,700.0,237.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,128,205,806,548,48141,1275.0,129.0,294.0,641.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,13,0,0,19,205,317,837,553,50141,1158.0,6.0,270.0,467.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,98,53,0,49,86,244,372,846,570,52141,901.0,0.0,276.0,341.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,135,80,0,74,128,292,407,861,582,54141,602.0,0.0,256.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,50,156,91,0,104,155,322,446,901,588,56142,400.0,0.0,198.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,5,52,150,76,0,120,172,350,455,947,597,58141,259.0,0.0,122.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
