Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
7,0,85,0,0,0,0,0,0,0,0,0,0,0,4146,0.0,0.0,135.0,171.0,86.0,193.0,83.0,0.0,167.0,214.0,389.0,445.0,751.0,438.0
46,0,78,0,0,0,0,0,0,0,0,0,0,0,6145,17.0,0.0,183.0,192.0,101.0,194.0,73.0,0.0,168.0,217.0,380.0,421.0,723.0,406.0
73,0,77,0,0,0,0,0,0,0,0,0,0,0,8145,13.0,0.0,221.0,215.0,114.0,206.0,85.0,0.0,179.0,216.0,391.0,406.0,679.0,383.0
98,0,70,0,0,0,0,0,0,0,0,0,0,0,10145,87.0,0.0,280.0,250.0,139.0,222.0,95.0,0.0,184.0,215.0,383.0,392.0,631.0,322.0
114,0,74,0,0,0,0,0,0,0,0,0,0,0,12145,290.0,0.0,319.0,287.0,176.0,235.0,103.0,0.0,198.0,225.0,371.0,349.0,539.0,243.0
135,0,71,0,0,0,0,0,0,0,0,0,0,0,14145,488.0,0.0,334.0,328.0,213.0,263.0,130.0,4.0,211.0,224.0,324.0,300.0,429.0,151.0
148,0,65,0,0,0,0,0,0,0,0,0,0,0,16146,617.0,0.0,339.0,377.0,253.0,293.0,146.0,16.0,213.0,222.0,261.0,239.0,296.0,63.0
167,0,64,0,0,0,0,0,0,0,0,0,0,0,18146,727.0,0.0,337.0,429.0,312.0,333.0,155.0,13.0,210.0,228.0,156.0,144.0,151.0,0.0
177,0,58,0,0,0,0,0,0,0,0,0,0,0,20145,825.0,0.0,325.0,487.0,371.0,370.0,171.0,6.0,188.0,206.0,0.0,5.0,0.0,0.0
173,0,58,0,0,0,0,0,0,0,0,0,0,0,22145,940.0,0.0,320.0,558.0,437.0,404.0,170.0,0.0,120.0,173.0,0.0,0.0,0.0,0.0
174,0,56,0,0,0,0,0,0,0,0,0,0,0,24145,1039.0,0.0,317.0,646.0,474.0,407.0,158.0,0.0,7.0,66.0,0.0,0.0,0.0,0.0
166,0,53,0,0,0,0,0,0,0,0,0,0,0,26145,1130.0,49.0,304.0,700.0,467.0,380.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,46,0,0,0,0,0,0,0,0,0,0,0,28145,1201.0,104.0,312.0,764.0,436.0,325.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0,42,0,0,0,0,0,0,0,0,0,89,80,30145,1263.0,135.0,328.0,846.0,392.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,33,0,0,0,0,0,0,0,0,0,551,531,32145,1317.0,137.0,321.0,921.0,314.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0,28,0,0,0,31,0,0,0,0,0,739,635,34145,1345.0,96.0,319.0,966.0,213.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
