Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
0,0,0,9,0,94,72,0,39,122,206,354,657,461,2148,0,0,0,49,0,115,36,0,53,92,253,267,602,337
0,0,0,19,0,85,57,0,40,113,170,293,562,365,4149,0,0,0,60,0,114,36,0,63,98,281,296,684,408
0,0,0,42,10,80,38,0,24,91,101,176,344,201,6149,0,0,0,63,0,103,24,0,78,109,321,350,819,477
0,0,0,54,44,72,19,0,0,58,0,0,47,0,8149,0,0,0,74,0,106,26,0,83,130,361,410,966,560
0,0,0,52,35,73,0,0,0,0,0,0,0,0,10148,0,0,0,90,0,107,22,0,99,144,383,457,1099,638
0,0,0,5,0,0,0,0,0,0,0,0,0,0,12148,0,0,0,102,0,107,19,0,98,141,403,474,1159,682
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14148,0,0,0,100,0,98,7,0,97,148,397,480,1175,698
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16148,0,0,0,107,0,102,13,0,96,140,373,454,1148,718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18149,0,0,0,114,0,90,10,0,84,130,361,415,1114,703
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20149,0,0,0,114,0,82,8,0,77,122,339,379,1064,657
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22148,0,0,0,122,0,85,5,0,78,119,335,364,1051,633
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24148,0,0,0,126,0,89,12,0,87,131,346,387,1045,647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26148,0,0,0,122,0,95,17,0,103,147,374,406,1048,642
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28148,0,0,0,124,3,100,18,0,116,160,388,428,1073,630
8,0,0,0,0,0,0,0,0,0,0,0,0,0,30149,0,0,0,127,18,116,33,0,123,174,397,441,1065,605
27,0,0,0,0,0,0,0,0,0,0,0,0,0,32149,0,0,0,132,35,137,50,0,133,189,397,457,1018,570
39,0,0,0,0,0,0,0,0,0,0,0,0,0,34149,0,0,0,137,44,156,69,0,155,204,399,446,951,547
46,0,0,0,0,0,0,0,0,0,0,0,0,0,36148,0,0,0,139,63,175,89,0,168,220,396,452,892,486
48,0,0,0,0,0,0,0,0,0,0,0,0,0,38148,0,0,19,181,94,201,101,0,175,235,399,444,825,418
44,0,0,0,0,0,0,0,0,0,0,0,0,0,40148,28,0,118,238,139,223,118,0,197,248,380,394,669,307
41,0,0,0,0,0,0,0,0,0,0,0,0,0,42148,360,0,241,336,230,273,144,5,197,261,325,324,438,148
38,0,0,0,0,0,0,0,0,0,0,0,0,0,44149,644,0,295,424,320,335,169,20,204,251,163,172,171,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,46149,827,0,309,512,410,394,181,7,168,218,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,48149,966,0,302,620,482,434,183,0,69,139,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50148,1110,0,284,715,514,426,157,0,0,15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,52148,1204,50,281,812,519,389,102,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,253,230,54148,1329,109,278,892,496,318,33,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,622,572,56148,1381,130,267,1009,431,214,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,721,613,58149,1437,107,238,1054,309,84,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12,0,0,0,31,123,716,639,60149,1438,15,199,796,180,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,92,0,0,49,129,325,779,737,62148,1207,0,177,453,91,0,0,0,0,0,0,0,0,0
0,0,0,0,0,38,170,0,0,124,204,445,855,813,64148,772,0,187,284,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,112,156,0,2,162,245,526,908,838,66148,375,0,145,189,0,0,0,0,0,0,0,0,0,0
0,0,0,0,38,115,139,0,25,187,257,544,892,853,68148,194,0,42,99,0,0,0,0,0,0,0,0,0,0
0,0,0,0,58,114,137,0,35,186,240,559,849,813,70148,185,0,41,70,0,0,0,0,0,0,0,0,0,0
0,0,0,0,70,127,156,0,31,213,208,582,773,745,72149,170,0,41,60,0,0,0,0,0,0,0,0,0,0
0,0,0,0,75,133,181,0,41,272,189,580,658,679,74149,168,0,34,46,0,0,0,0,0,0,0,0,0,0
0,0,0,0,87,149,228,0,36,316,157,574,547,591,76149,192,0,28,30,0,0,0,0,0,0,0,0,0,0
0,0,0,0,103,174,267,0,51,360,144,547,461,505,78148,223,0,31,18,0,0,0,0,0,0,0,0,0,0
0,0,0,7,117,189,289,0,68,412,135,526,369,424,80148,232,0,33,12,0,0,0,0,0,0,0,0,0,0
0,0,11,39,135,217,320,0,80,458,123,504,307,349,82148,240,0,29,2,0,0,0,0,0,0,0,0,0,0
0,0,120,55,146,245,350,0,100,506,119,486,250,285,84149,247,0,32,0,0,0,0,0,0,0,0,0,0,0
0,0,271,77,157,281,388,0,124,517,116,467,207,218,86149,240,0,28,0,0,0,0,0,0,0,0,0,0,0
0,12,427,101,172,318,415,0,160,517,120,424,169,128,88149,248,0,31,0,0,0,0,0,0,0,0,0,0,0
0,13,545,116,191,370,441,0,197,488,100,351,101,49,90148,256,0,28,0,0,0,0,0,0,0,0,0,0,0
115,0,567,122,204,406,449,0,215,443,58,260,25,0,92148,264,0,30,0,0,0,0,0,0,0,0,0,0,0
284,10,548,138,218,445,466,0,203,410,0,120,0,0,94148,261,0,26,0,0,0,0,0,0,0,0,0,0,0
441,53,522,177,246,474,474,0,137,330,0,0,0,0,96148,249,0,20,0,0,0,0,0,0,0,0,0,0,0
613,83,495,232,282,499,462,0,46,219,0,0,0,0,98148,253,0,24,0,0,0,0,0,0,0,0,0,0,0
789,105,472,295,334,536,430,0,0,63,0,0,0,0,100149,262,0,22,0,0,0,0,0,0,0,0,0,0,0
945,137,443,355,380,531,358,0,0,0,0,0,0,0,102149,261,0,23,0,0,0,0,0,0,0,0,0,0,0
1064,172,417,440,413,504,266,0,0,0,0,0,0,0,104148,254,0,15,0,0,0,0,0,0,0,0,0,0,0
