Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
0,0,0,46,50,111,59,0,58,122,126,244,356,245,2144,0.0,0.0,0.0,77.0,0.0,100.0,0.0,0.0,90.0,114.0,361.0,468.0,943.0,658.0
0,0,0,73,56,109,47,0,44,103,50,128,167,80,4144,0.0,0.0,0.0,84.0,0.0,101.0,0.0,0.0,106.0,136.0,390.0,490.0,1001.0,710.0
0,0,0,98,66,120,43,0,2,64,0,0,0,0,6144,0.0,0.0,0.0,94.0,0.0,106.0,0.0,0.0,111.0,144.0,408.0,518.0,1058.0,742.0
0,0,0,109,62,112,11,0,0,0,0,0,0,0,8143,0.0,0.0,0.0,100.0,0.0,115.0,3.0,0.0,111.0,144.0,409.0,535.0,1091.0,761.0
0,0,0,86,3,74,0,0,0,0,0,0,0,0,10143,0.0,0.0,0.0,105.0,0.0,111.0,6.0,0.0,119.0,151.0,417.0,522.0,1105.0,786.0
0,0,0,31,0,10,0,0,0,0,0,0,0,0,12144,0.0,0.0,0.0,111.0,2.0,122.0,13.0,0.0,119.0,147.0,420.0,530.0,1122.0,764.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14144,0.0,0.0,0.0,120.0,16.0,126.0,21.0,0.0,118.0,162.0,417.0,529.0,1075.0,735.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16144,0.0,0.0,0.0,116.0,10.0,124.0,27.0,0.0,122.0,159.0,410.0,521.0,1031.0,699.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18144,0.0,0.0,0.0,118.0,8.0,125.0,27.0,0.0,120.0,170.0,395.0,504.0,969.0,677.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20144,0.0,0.0,0.0,128.0,16.0,131.0,38.0,0.0,121.0,166.0,384.0,491.0,927.0,631.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22143,0.0,0.0,0.0,138.0,31.0,141.0,47.0,0.0,129.0,181.0,381.0,482.0,870.0,588.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24143,0.0,0.0,0.0,146.0,49.0,168.0,65.0,0.0,141.0,192.0,392.0,483.0,832.0,560.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26144,0.0,0.0,47.0,173.0,76.0,179.0,72.0,0.0,156.0,204.0,396.0,476.0,787.0,510.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28144,0.0,0.0,196.0,214.0,109.0,194.0,92.0,0.0,179.0,220.0,395.0,456.0,678.0,424.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30144,273.0,0.0,300.0,264.0,155.0,230.0,127.0,0.0,191.0,239.0,376.0,426.0,527.0,310.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32144,482.0,0.0,355.0,299.0,198.0,267.0,157.0,0.0,211.0,257.0,342.0,373.0,380.0,166.0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,34144,595.0,0.0,372.0,332.0,248.0,308.0,179.0,0.0,47.0,67.0,249.0,283.0,240.0,52.0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,36143,697.0,0.0,379.0,376.0,307.0,356.0,204.0,0.0,204.0,243.0,90.0,126.0,53.0,0.0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,38143,795.0,10.0,388.0,430.0,364.0,400.0,216.0,0.0,127.0,209.0,0.0,0.0,0.0,0.0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,40144,891.0,87.0,385.0,487.0,401.0,415.0,208.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,42144,985.0,141.0,382.0,556.0,415.0,401.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,44144,1100.0,202.0,373.0,651.0,420.0,353.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,46144,1193.0,243.0,357.0,775.0,388.0,266.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,48144,1331.0,258.0,335.0,931.0,336.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,50143,1443.0,238.0,308.0,1043.0,237.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,52143,1512.0,180.0,273.0,966.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0,0,0,0,0,0,0,0,221,302,54144,1517.0,69.0,227.0,722.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,612,644,56144,1326.0,0.0,206.0,471.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,17,0,0,0,6,73,768,733,58144,892.0,0.0,218.0,325.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,7,0,0,0,109,256,833,765,60144,538.0,0.0,222.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,8,26,0,0,39,206,412,870,792,62143,315.0,0.0,153.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,103,65,0,38,93,273,476,920,792,64143,282.0,0.0,137.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,120,73,0,76,128,318,506,934,790,66143,280.0,0.0,122.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,24,124,54,0,77,127,354,494,970,776,68144,284.0,0.0,120.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,52,19,114,38,0,77,122,363,475,963,748,70144,282.0,0.0,112.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,103,37,111,27,0,79,129,353,472,938,711,72144,281.0,0.0,109.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,138,50,121,36,0,80,142,350,458,871,671,74144,290.0,0.0,101.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
