Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
110,0,179,124,79,93,17,0,34,89,146,145,328,112,2149,245.0,0.0,355.0,134.0,96.0,190.0,111.0,0.0,105.0,198.0,314.0,487.0,590.0,512.0
145,0,211,135,83,96,16,0,24,85,91,89,196,38,4150,254.0,0.0,363.0,149.0,104.0,197.0,114.0,0.0,107.0,206.0,330.0,502.0,609.0,537.0
189,0,250,151,95,103,16,0,3,64,12,0,47,0,6149,258.0,0.0,371.0,156.0,101.0,204.0,114.0,0.0,120.0,217.0,352.0,537.0,649.0,565.0
224,0,278,169,104,108,5,0,0,22,0,0,0,0,8149,262.0,0.0,379.0,177.0,116.0,208.0,118.0,0.0,133.0,228.0,373.0,569.0,687.0,607.0
240,0,275,172,81,86,0,0,0,0,0,0,0,0,10149,262.0,0.0,388.0,181.0,120.0,215.0,124.0,0.0,143.0,248.0,385.0,598.0,716.0,622.0
240,0,230,154,5,44,0,0,0,0,0,0,0,0,12149,281.0,0.0,393.0,182.0,124.0,225.0,136.0,0.0,151.0,256.0,401.0,613.0,725.0,628.0
108,0,148,103,0,0,0,0,0,0,0,0,0,0,14149,285.0,0.0,403.0,188.0,132.0,229.0,139.0,0.0,150.0,269.0,401.0,631.0,729.0,633.0
0,0,42,34,0,0,0,0,0,0,0,0,0,0,16149,284.0,0.0,402.0,186.0,137.0,237.0,153.0,0.0,157.0,276.0,406.0,642.0,731.0,645.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,18150,293.0,0.0,409.0,187.0,135.0,241.0,155.0,0.0,162.0,281.0,409.0,649.0,730.0,649.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20149,290.0,0.0,403.0,188.0,131.0,243.0,168.0,0.0,162.0,286.0,393.0,643.0,703.0,630.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22149,296.0,0.0,404.0,181.0,132.0,242.0,167.0,0.0,163.0,294.0,386.0,621.0,661.0,595.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24149,280.0,0.0,406.0,182.0,133.0,253.0,177.0,0.0,163.0,288.0,370.0,606.0,633.0,577.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26149,288.0,0.0,405.0,178.0,133.0,247.0,175.0,0.0,160.0,302.0,365.0,586.0,612.0,537.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28149,293.0,0.0,413.0,187.0,136.0,261.0,188.0,0.0,164.0,300.0,360.0,571.0,587.0,509.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30149,323.0,0.0,424.0,187.0,145.0,260.0,189.0,0.0,170.0,302.0,368.0,563.0,563.0,480.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32149,353.0,0.0,424.0,197.0,152.0,271.0,200.0,0.0,189.0,318.0,360.0,538.0,506.0,430.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34149,388.0,0.0,446.0,219.0,169.0,297.0,213.0,0.0,191.0,317.0,346.0,507.0,445.0,355.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,36149,433.0,5.0,456.0,230.0,188.0,307.0,226.0,0.0,214.0,339.0,317.0,467.0,368.0,267.0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,38149,473.0,25.0,464.0,248.0,214.0,341.0,254.0,0.0,227.0,351.0,281.0,410.0,254.0,157.0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,40149,533.0,55.0,472.0,269.0,250.0,375.0,275.0,0.0,230.0,367.0,196.0,317.0,125.0,37.0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,42149,599.0,82.0,471.0,292.0,286.0,414.0,302.0,0.0,231.0,360.0,48.0,179.0,0.0,0.0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,44149,671.0,103.0,463.0,323.0,325.0,460.0,332.0,0.0,181.0,329.0,0.0,0.0,0.0,0.0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,46149,753.0,131.0,459.0,348.0,358.0,489.0,342.0,0.0,96.0,264.0,0.0,0.0,0.0,0.0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,48149,827.0,170.0,445.0,376.0,376.0,512.0,348.0,0.0,2.0,123.0,0.0,0.0,0.0,0.0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,50149,904.0,206.0,425.0,401.0,386.0,497.0,311.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,52149,968.0,248.0,415.0,443.0,384.0,472.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54149,1039.0,273.0,398.0,491.0,376.0,412.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,389,377,56149,1102.0,278.0,375.0,554.0,346.0,319.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,18,616,504,58150,1147.0,241.0,359.0,611.0,304.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,6,0,0,0,98,233,730,572,60149,1152.0,185.0,319.0,616.0,226.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,18,61,0,0,50,190,347,807,619,62149,1136.0,91.0,284.0,538.0,141.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,109,107,0,16,103,236,404,833,633,64149,947.0,0.0,268.0,407.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,145,114,0,40,133,273,441,861,641,66149,664.0,0.0,264.0,312.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,31,145,106,0,57,163,306,465,884,633,68149,471.0,0.0,245.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,62,147,103,0,73,173,334,486,926,656,70149,343.0,0.0,194.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,38,67,140,94,0,96,189,361,510,961,665,72150,296.0,0.0,178.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,68,73,149,94,0,104,201,377,529,990,672,74149,302.0,0.0,168.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,89,79,164,107,0,113,217,384,548,978,675,76149,302.0,0.0,157.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,20,99,79,168,122,0,118,244,392,550,944,656,78149,300.0,0.0,155.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,84,110,89,185,128,0,132,255,388,548,892,610,80149,305.0,0.0,153.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,148,120,103,202,144,0,141,270,390,542,839,554,82149,302.0,0.0,147.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,160,124,109,221,161,0,163,288,395,534,777,508,84149,305.0,0.0,145.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0,199,168,127,235,167,0,168,276,386,504,732,461,86149,314.0,0.0,139.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,0,220,210,150,246,168,0,177,260,389,473,699,404,88149,317.0,0.0,130.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,0,236,240,160,251,166,0,190,249,386,425,638,330,90149,320.0,0.0,131.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,0,279,293,204,267,162,0,199,253,368,384,520,228,92149,312.0,0.0,125.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,0,326,342,249,299,170,2,199,243,312,294,368,100,94149,323.0,0.0,122.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,0,340,398,296,335,188,5,191,218,190,174,182,0,96149,328.0,0.0,122.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,0,338,455,345,368,198,0,189,193,38,33,16,0,98149,327.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,0,334,506,399,407,199,0,160,162,0,0,0,0,100149,336.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,0,322,564,439,432,194,0,101,111,0,0,0,0,102149,329.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
