Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,1.0,0.0,280.0,229.0,135.0,206.0,106.0,0.0,120.0,216.0,259.0,563.0,641.0,719.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149,8.0,0.0,296.0,226.0,136.0,202.0,107.0,0.0,120.0,226.0,240.0,543.0,602.0,661.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6149,21.0,0.0,304.0,227.0,138.0,211.0,113.0,0.0,114.0,206.0,236.0,522.0,571.0,623.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8149,41.0,0.0,310.0,224.0,137.0,218.0,118.0,0.0,155.0,225.0,246.0,518.0,563.0,631.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10149,87.0,0.0,318.0,223.0,144.0,220.0,122.0,0.0,133.0,237.0,262.0,523.0,578.0,598.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12149,141.0,0.0,339.0,228.0,149.0,230.0,128.0,0.0,144.0,230.0,267.0,506.0,543.0,561.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14149,218.0,0.0,357.0,241.0,165.0,244.0,138.0,0.0,129.0,188.0,267.0,486.0,485.0,502.0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,16149,296.0,0.0,376.0,243.0,174.0,263.0,162.0,0.0,148.0,185.0,250.0,460.0,420.0,423.0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,18149,378.0,0.0,401.0,263.0,201.0,294.0,183.0,0.0,179.0,265.0,231.0,418.0,322.0,324.0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,20149,463.0,0.0,415.0,282.0,235.0,331.0,206.0,0.0,192.0,290.0,184.0,357.0,206.0,204.0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,22149,553.0,0.0,418.0,322.0,281.0,372.0,235.0,0.0,202.0,291.0,80.0,238.0,77.0,59.0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,24149,646.0,0.0,423.0,360.0,338.0,415.0,254.0,0.0,126.0,273.0,0.0,59.0,0.0,0.0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,26149,753.0,0.0,406.0,398.0,379.0,456.0,269.0,0.0,106.0,238.0,0.0,0.0,0.0,0.0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,28149,868.0,0.0,381.0,458.0,422.0,474.0,262.0,0.0,24.0,135.0,0.0,0.0,0.0,0.0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,30149,973.0,31.0,357.0,522.0,450.0,468.0,220.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,32149,1072.0,96.0,350.0,590.0,472.0,443.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,34148,1171.0,143.0,345.0,670.0,472.0,391.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,36149,1247.0,183.0,339.0,756.0,435.0,312.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,0,0,0,0,0,0,0,0,0,0,14,50,38149,1301.0,178.0,328.0,825.0,381.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,461,559,40149,1335.0,145.0,330.0,833.0,299.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,5,0,0,0,0,0,662,684,42149,1351.0,79.0,290.0,728.0,206.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,12,0,0,0,0,50,740,748,44149,1322.0,0.0,267.0,530.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,10,0,0,0,68,221,774,819,46149,1093.0,0.0,253.0,375.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,24,0,0,18,137,374,793,838,48149,761.0,0.0,245.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,80,76,0,0,85,190,466,818,834,50149,493.0,0.0,230.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
