Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4141,174.0,0.0,188.0,213.0,111.0,162.0,49.0,0.0,138.0,167.0,434.0,519.0,861.0,552.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6141,151.0,0.0,198.0,200.0,106.0,169.0,61.0,0.0,143.0,178.0,419.0,505.0,793.0,517.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8141,163.0,0.0,212.0,205.0,112.0,172.0,66.0,0.0,147.0,183.0,401.0,490.0,722.0,487.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10142,205.0,0.0,239.0,214.0,124.0,185.0,74.0,0.0,156.0,189.0,389.0,483.0,664.0,460.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12142,260.0,0.0,270.0,233.0,135.0,196.0,83.0,0.0,160.0,192.0,377.0,473.0,619.0,420.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14141,319.0,0.0,302.0,249.0,152.0,207.0,87.0,0.0,169.0,210.0,372.0,456.0,569.0,374.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16141,372.0,0.0,329.0,260.0,165.0,224.0,112.0,0.0,183.0,215.0,368.0,434.0,497.0,324.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18141,432.0,0.0,359.0,286.0,191.0,251.0,130.0,0.0,197.0,227.0,335.0,398.0,397.0,233.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20141,518.0,0.0,370.0,316.0,232.0,278.0,147.0,0.0,201.0,232.0,283.0,340.0,295.0,117.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,22141,617.0,0.0,378.0,360.0,278.0,317.0,172.0,0.0,197.0,230.0,178.0,236.0,149.0,0.0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,24142,708.0,0.0,378.0,401.0,326.0,355.0,193.0,0.0,172.0,222.0,21.0,79.0,0.0,0.0
