Sen1_L,Sen2_L,Sen3_L,Sen4_L,Sen5_L,Sen6_L,Sen7_L,Sen8_L,Sen9_L,Sen10_L,Sen11_L,Sen12_L,Sen13_L,Sen14_L,CLK,Sen1_R,Sen2_R,Sen3_R,Sen4_R,Sen5_R,Sen6_R,Sen7_R,Sen8_R,Sen9_R,Sen10_R,Sen11_R,Sen12_R,Sen13_R,Sen14_R
405,0,267,193,88,107,0,0,0,0,0,0,0,0,4144,328,0,271,215,148,240,114,0,165,215,362,499,659,515
395,0,236,174,0,43,0,0,0,0,0,0,0,0,6144,372,0,301,228,162,264,135,0,183,239,361,514,611,506
173,0,206,109,0,0,0,0,0,0,0,0,0,0,8145,407,0,326,235,176,271,148,0,195,260,361,537,588,500
0,0,71,54,0,0,0,0,0,0,0,0,0,0,10145,436,0,335,234,181,288,174,0,218,287,367,539,557,486
0,0,19,0,0,0,0,0,0,0,0,0,0,0,12145,464,0,364,263,206,308,190,0,219,296,356,530,503,429
0,0,3,0,0,0,0,0,0,0,0,0,0,0,14145,504,0,373,273,218,315,199,0,227,296,333,485,412,342
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16145,530,0,384,290,237,332,214,0,223,291,284,421,319,259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18144,558,0,390,304,251,340,218,0,211,283,234,355,238,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20145,588,0,388,327,268,339,219,0,199,270,174,264,152,89
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22145,628,0,391,346,293,363,225,0,182,262,93,176,57,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24145,686,0,398,384,320,373,222,0,152,235,0,64,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26145,751,0,381,415,348,384,223,0,128,211,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28145,838,13,372,476,390,397,203,0,80,157,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30145,924,32,342,542,422,390,174,0,10,73,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,32144,1023,51,327,643,454,377,136,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,34145,1113,79,309,744,473,350,94,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,36145,1198,111,296,849,466,308,43,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,38145,1310,148,285,967,443,236,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,40145,1397,176,284,1102,396,166,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,42145,1462,192,284,1226,340,99,0,0,0,0,0,0,0,0
